Revenue,Costs,a d'e,MEMBERS,COUPE,Cond,Cafe
1626.85040,354.46146,1.95,2892,no,poor,bar
2093.05304,1830.80678,2.72,5359,no,excellent,kiosk
4909.18492,6594.51499,2.09,2826,no,excellent,kiosk
2735.26622,665.92818,6.41,5779,no,satisfactory,bar
407.12539,228.15634,2.51,1956,no,excellent,kiosk
5851.75020,5151.48704,3.32,1333,no,excellent,kiosk
5571.90671,4543.34228,6.33,1975,yes,excellent,bar
2717.60531,2474.66486,2.19,3249,no,poor,bar
1137.86290,375.54808,5.11,3079,no,satisfactory,machine
1627.34234,1235.26940,1.64,4850,no,satisfactory,kiosk
3985.22648,3172.30476,3.11,1347,no,satisfactory,bar
3230.59458,3157.18067,4.71,4780,no,poor,machine
1716.52307,1501.81636,2.43,4114,no,excellent,bar
2832.09686,4945.96256,6.64,2608,no,satisfactory,kiosk
1595.30607,265.21645,2.28,3781,yes,satisfactory,bar
2551.94428,1260.90757,1.8,5109,no,satisfactory,bar
9326.13345,6719.70721,5.33,6316,no,satisfactory,machine
3647.05931,3301.99544,6.78,4999,no,excellent,bar
2089.04203,2128.00669,2.46,819,no,excellent,kiosk
1297.37833,1267.83006,3.44,3299,no,poor,kiosk
951.56570,866.61472,5,797,yes,excellent,machine
781.17917,1325.81834,4.33,2098,no,excellent,kiosk
1712.18730,708.92845,4.1,1264,no,poor,bar
1336.49197,2449.95319,2.35,1336,no,excellent,bar
3897.54680,3189.93546,2.3,3284,no,poor,machine
4010.45359,4137.47325,5.18,1916,no,satisfactory,bar
1633.95885,2828.03610,5.74,5018,no,satisfactory,machine
4134.59695,4085.95253,3.89,2880,no,excellent,bar
3439.90043,2725.68571,1.53,4664,no,excellent,bar
4011.28161,3463.05359,1.89,3202,no,poor,bar
278.80263,406.05546,5,2296,no,poor,kiosk
2327.96656,229.88582,2.47,4910,yes,satisfactory,kiosk
2543.52311,3692.48904,4.58,4092,no,poor,machine
4124.10288,3787.48960,3.69,2404,no,satisfactory,bar
1052.04970,282.29702,1.96,3957,yes,poor,kiosk
6347.58575,6544.91657,6.97,1655,yes,excellent,machine
871.70418,296.70781,1.42,1788,no,excellent,machine
982.02259,905.01231,5.22,4975,yes,excellent,machine
1901.34351,3466.88848,2.22,2094,no,satisfactory,kiosk
1426.24742,196.15291,5.06,4683,yes,poor,machine
2317.14933,1652.23315,4.22,1397,no,excellent,bar
4305.77393,2860.20418,5.51,7203,no,satisfactory,machine
527.43019,700.18974,3.8,1063,no,excellent,machine
3764.93563,2350.83677,2.36,1637,no,excellent,kiosk
712.15633,408.72756,6.9,2444,no,satisfactory,machine
2170.30479,1137.54264,2.06,3558,yes,excellent,bar
444.94505,325.89530,2.61,3902,no,poor,bar
1780.12061,1045.74300,5.8,6048,no,excellent,bar
767.88487,178.57735,2.06,4705,yes,excellent,bar
1837.51704,2787.17172,3.73,4064,no,satisfactory,machine
1725.15564,686.43097,3.17,2541,no,excellent,bar
1321.47161,1483.44857,6.68,1692,yes,excellent,machine
1192.45278,1121.98582,4.68,5895,yes,satisfactory,bar
5988.04712,6688.69873,2.23,1858,yes,excellent,kiosk
1416.75297,1019.53378,4,6269,no,poor,kiosk
1668.08495,761.54364,4.67,1805,no,satisfactory,bar
1079.87035,1188.29413,4.02,4321,no,excellent,kiosk
3761.04558,3409.85563,4.01,1733,no,poor,kiosk
10716.54675,9981.59077,3.31,4954,yes,satisfactory,bar
2454.13048,3201.34324,3.37,1161,no,poor,kiosk
3405.55533,2402.62329,3.82,2990,no,satisfactory,bar
1782.02381,566.58306,3.48,1925,yes,satisfactory,kiosk
1236.99681,1713.77246,7.02,2773,yes,poor,bar
1824.03961,2623.52885,1.51,5008,yes,satisfactory,machine
5944.75225,5604.00142,1.18,6178,yes,excellent,bar
4629.12827,7528.96566,1.02,2890,no,poor,kiosk
2331.32353,2160.11824,3.62,5680,yes,satisfactory,machine
2004.09429,2315.16058,1.9,5230,no,satisfactory,kiosk
3516.96942,2865.16520,3.09,5747,no,satisfactory,machine
4083.43534,2992.98767,3.16,4126,no,poor,kiosk
5123.20064,4231.83639,1.71,4094,no,excellent,kiosk
2200.27492,1630.91294,2.75,5447,no,poor,bar
1225.76657,651.45000,2.79,1915,yes,excellent,kiosk
4989.04941,3717.20029,5.66,3547,no,excellent,machine
320.57984,377.64297,3.54,2917,no,poor,machine
3013.13919,2623.25071,4.26,5223,no,satisfactory,machine
1416.89804,1893.08683,3.08,3274,no,poor,bar
15543.32426,15450.49634,2.71,6361,no,excellent,machine
2066.53416,2786.55724,6.61,2713,no,satisfactory,bar
2420.17538,4572.25920,2.66,852,no,poor,kiosk
1441.62060,171.93549,2.16,3429,yes,poor,bar
2812.28216,2560.03659,4.04,3130,yes,poor,bar
2207.55292,1819.64470,2.44,1985,no,excellent,machine
4148.40915,4410.68776,3.27,2873,yes,excellent,machine
2700.70620,3208.58564,1.37,1218,no,satisfactory,kiosk
5671.04638,11042.90047,1.59,3109,no,satisfactory,bar
7830.77045,4106.44274,4.5,5785,no,excellent,kiosk
3914.54089,1944.83265,3.36,3261,yes,poor,kiosk
1302.09898,529.18724,4.82,2723,yes,poor,kiosk
505.57930,867.74673,1.58,1847,yes,poor,machine
1610.92597,471.07992,5.11,3042,yes,poor,machine
923.65642,1113.08858,5.62,3817,no,satisfactory,machine
2054.53187,2794.61978,6.11,3120,no,excellent,machine
2073.18778,290.07032,3.22,2772,no,satisfactory,bar
3825.58831,1672.14661,3.72,4079,yes,satisfactory,machine
1469.94703,1323.86672,1.9,4721,yes,satisfactory,bar
750.41753,1384.55590,1.52,3170,no,poor,machine
6831.35392,9307.70543,5.3,1538,no,excellent,bar
2236.21912,2406.47289,4.71,4895,no,satisfactory,kiosk
331.30344,317.20383,1.87,5211,no,poor,bar
5010.13681,5426.00573,4.84,1903,no,satisfactory,machine
1356.15744,865.67856,5.62,2316,no,excellent,machine
3648.08510,6003.47874,3.83,3259,no,excellent,machine
700.47702,733.34163,2.24,2027,yes,poor,kiosk
788.88870,841.78410,2.81,4371,no,satisfactory,kiosk
6661.42119,4838.39583,2.83,6912,no,satisfactory,machine
14082.90874,10939.96447,1.43,4344,no,satisfactory,bar
3477.68274,3379.99194,4.21,5910,no,excellent,machine
1185.05449,853.51781,5.8,5171,no,excellent,machine
2267.63851,1518.14522,3.3,3439,yes,satisfactory,bar
791.64516,1267.07772,2.09,4886,no,poor,machine
4510.87435,5117.28064,1.31,4634,yes,satisfactory,machine
3099.67995,3499.55384,2.15,1887,no,poor,machine
4164.32900,6173.67614,1.1,6458,no,excellent,kiosk
265.28656,166.50993,3.43,4773,no,satisfactory,machine
2125.91371,1941.12982,3.35,2697,no,excellent,bar
2640.25921,1925.79621,3.51,4893,yes,satisfactory,kiosk
6149.13477,289.93798,1.8,5926,no,poor,bar
4102.59368,3023.62071,4.03,1490,no,satisfactory,machine
1238.02008,1066.47828,5.06,2562,no,poor,kiosk
790.65603,1011.18378,3.59,4429,no,poor,machine
2547.77241,3710.16293,3.07,3932,no,excellent,kiosk
2530.74704,4472.81554,2.22,1111,yes,satisfactory,machine
6594.11848,6497.09237,2.28,2044,yes,excellent,kiosk
727.73280,292.51321,5.94,7002,no,satisfactory,machine
581.20984,303.77805,3.05,5601,yes,poor,machine
2266.34744,2238.27453,6.16,3011,no,excellent,bar
1435.95119,268.35590,5.17,2623,yes,excellent,kiosk
3550.86079,4294.96049,2.87,2374,no,excellent,kiosk
2236.42608,3549.40927,5.09,3362,no,excellent,machine
520.68728,275.55952,6.36,3706,no,satisfactory,kiosk
1944.16356,3590.35623,3.36,3255,no,excellent,machine
2483.06709,1123.84789,5.52,6184,no,excellent,bar
5314.28253,2302.43054,1.35,3249,yes,satisfactory,bar
984.14569,579.57048,1.86,2441,yes,satisfactory,kiosk
3996.67774,4546.33866,6.67,3336,no,excellent,machine
1379.20656,839.52699,5.18,2312,yes,excellent,bar
1821.26799,218.95270,1.42,1340,yes,poor,machine
8321.87320,12444.47124,4.83,2105,no,satisfactory,kiosk
3651.20348,768.35286,2.01,5053,yes,excellent,bar
2164.33281,2574.02180,6.99,3209,yes,excellent,machine
4469.84886,2931.60497,3.16,3774,no,satisfactory,bar
3497.25940,4450.72847,1.49,2150,yes,poor,machine
3316.66570,2599.31555,5.13,4389,yes,satisfactory,bar
2236.61292,2178.06955,1.84,4560,no,poor,kiosk
2636.59755,3798.60313,2.46,2593,no,satisfactory,machine
669.09500,640.40413,6.19,5826,yes,satisfactory,bar
2277.99532,3259.83978,4.01,4353,no,excellent,kiosk
6164.44093,5932.57346,2.33,2880,yes,excellent,bar
3252.00710,2073.74237,3.53,2875,yes,poor,machine
1004.82419,544.19357,3.57,2047,no,excellent,bar
3249.09311,1306.67945,1.17,3513,yes,poor,kiosk
2132.13121,3171.45780,4.73,4340,no,poor,kiosk
2554.91378,2039.08190,2.32,2178,yes,satisfactory,bar
1759.88062,453.44788,5.38,3533,no,satisfactory,kiosk
279.18838,227.28491,3.09,4369,no,poor,bar
2106.89342,4005.33014,5.74,3538,no,satisfactory,bar
1541.24320,186.23746,4.25,4226,yes,excellent,bar
3247.27192,1988.78709,2.19,6346,no,excellent,kiosk
947.33138,536.60294,1.65,4080,yes,satisfactory,machine
5453.75692,2190.97890,5.59,4140,no,satisfactory,machine
1334.65180,364.72646,1.93,4836,no,excellent,machine
2270.49904,688.30210,3.56,6404,no,satisfactory,machine
2526.78060,597.82659,3.57,6183,no,excellent,machine
2165.80230,2614.44839,2.29,2556,no,satisfactory,kiosk
3236.76297,4134.80850,3.84,869,yes,satisfactory,kiosk
306.33780,147.55609,5.12,5171,no,poor,kiosk
5385.19056,6040.95034,4.04,867,no,excellent,machine
785.87271,540.86806,2.96,5473,no,poor,bar
482.85761,454.01515,4.77,3914,no,poor,bar
1173.50021,1230.31090,5.38,2591,no,satisfactory,machine
1156.66006,788.54455,4.07,5063,no,poor,machine
4332.51949,1358.71181,4,6929,no,satisfactory,kiosk
3102.35519,1643.92067,1.32,5303,no,poor,machine
2069.48165,1853.75040,2.48,5143,no,poor,kiosk
1471.63294,1107.03758,1.08,3875,no,excellent,machine
1462.34965,688.05798,3.24,2364,no,excellent,bar
5222.90227,5071.19780,1.27,5318,no,poor,machine
602.37004,462.44132,6.35,4109,yes,satisfactory,machine
611.90312,478.48162,2.33,6588,no,satisfactory,machine
10813.25027,8244.10235,1.4,3423,no,poor,machine
2161.35843,1856.18233,4.5,4996,no,satisfactory,bar
1792.18311,1418.78963,4.23,4373,yes,excellent,kiosk
1852.45935,2416.03488,2.95,4126,yes,poor,machine
6202.37102,7909.34875,1.97,2746,no,excellent,machine
2559.71440,3319.02874,4.21,2964,no,satisfactory,kiosk
1979.62743,3556.76707,2.51,3385,no,excellent,kiosk
2618.61179,3571.78693,4.01,1393,no,satisfactory,kiosk
403.11634,297.26075,2.4,5778,no,satisfactory,bar
836.63533,571.46047,3.42,5579,yes,satisfactory,bar
8186.78408,11981.61712,1.64,6051,yes,excellent,machine
3374.48013,1962.48420,1.47,1558,no,poor,machine
1652.56215,2414.01136,1.8,3395,no,poor,machine
2241.41001,1065.84208,1.45,3659,yes,satisfactory,machine
5786.67790,5453.21456,4.29,6021,yes,satisfactory,bar
3559.99462,1330.53706,1.06,3393,no,poor,kiosk
6027.88594,5172.33966,2.95,4825,yes,excellent,machine
4300.45129,8103.99680,4.4,829,no,poor,machine
2106.70710,2147.93221,1.52,3499,no,excellent,kiosk
1433.69711,1795.56553,3.12,2138,no,satisfactory,bar
1907.67823,3576.38552,3.26,1376,no,poor,kiosk
2205.88172,672.35327,2.87,5755,no,satisfactory,bar
3556.66400,478.47109,1.23,3827,yes,poor,machine
3790.03463,4047.46696,4.95,3737,no,excellent,machine
344.16072,376.73769,3.13,6742,no,poor,kiosk
5372.15954,4998.58575,5.56,5639,yes,satisfactory,kiosk
1852.57334,1591.97940,1.35,6416,no,poor,bar
1015.29816,1783.64970,3.41,2990,no,excellent,machine
1937.21322,1860.05557,3.85,2395,yes,poor,machine
1454.81702,2419.52042,3.41,814,no,poor,kiosk
351.77741,283.47950,3.33,1718,no,satisfactory,bar
1844.24105,508.93535,4.78,4622,yes,excellent,bar
3043.61404,2639.66000,2.46,3399,yes,satisfactory,bar
1533.10112,1310.29076,5.71,2439,yes,poor,kiosk
6272.21872,6926.36361,6.18,1026,yes,satisfactory,kiosk
2508.88752,522.73408,2.66,4364,yes,poor,machine
4387.03480,4999.86442,3.77,2239,no,satisfactory,kiosk
1948.89404,3672.65459,1.74,919,no,satisfactory,kiosk
2500.31775,4155.35714,6.16,2884,no,satisfactory,machine
3249.51388,2714.76345,5,5986,no,excellent,kiosk
7225.63664,7567.35719,2.12,3511,no,excellent,bar
5176.50969,7055.83044,3.27,1735,no,poor,machine
3394.14842,5402.19897,5.33,3740,no,poor,bar
1530.62457,483.53923,2.2,4753,no,poor,kiosk
2134.15794,4179.64460,4.51,1519,no,poor,kiosk
4548.10093,5885.79723,6.4,3813,no,poor,machine
1557.81611,1056.88416,4.74,5230,yes,satisfactory,kiosk
1731.65302,1362.63704,6.44,2659,no,poor,kiosk
837.43914,1474.31715,5.07,2423,yes,excellent,kiosk
2384.02566,969.39557,4.14,3219,no,excellent,machine
3496.01739,1687.33534,2.79,3306,no,satisfactory,bar
2846.72432,575.72264,4.63,1094,no,excellent,bar
4229.74717,3000.95555,4.28,5982,no,satisfactory,machine
825.90611,784.68590,2.24,5907,yes,excellent,kiosk
2204.66026,2212.24992,1.81,5190,no,satisfactory,machine
2345.81165,3551.15564,3.97,1810,no,satisfactory,kiosk
2446.57813,3939.14125,2.07,2648,no,excellent,bar
257.24399,84.54614,3.32,4988,no,poor,bar
2569.41084,4385.52958,3.68,825,no,excellent,bar
4700.14765,5082.30133,3.78,1148,no,satisfactory,kiosk
1516.85865,1834.52545,3.72,1096,no,satisfactory,kiosk
513.50245,329.87220,5.29,2246,no,satisfactory,bar
3522.37229,4219.26597,3.68,1681,yes,poor,machine
6168.81769,5988.70384,2.73,4459,yes,excellent,machine
3572.71480,4548.47106,4.76,2330,no,poor,machine
1749.82864,1516.50792,2.26,1587,yes,excellent,bar
2447.38555,2345.60398,3.59,4433,no,excellent,bar
1888.39713,2053.79010,2.56,3361,no,satisfactory,bar
5789.08540,5381.13999,4.72,6464,no,excellent,kiosk
340.88229,326.67799,3.51,1267,no,excellent,bar
1347.26429,1227.35529,6.49,3928,no,poor,bar
1177.48760,554.66193,5.89,3771,no,excellent,kiosk
1742.14056,1380.53755,1.33,5894,no,poor,kiosk
1281.28247,818.31965,6.95,1996,no,poor,bar
3269.79133,1016.67384,2.23,2760,yes,satisfactory,kiosk
1657.47216,2667.32822,5.02,1658,no,excellent,bar
6282.24398,6713.99139,7.09,3218,no,satisfactory,kiosk
4440.01896,8487.38427,2.66,3301,no,excellent,kiosk
654.24593,94.86923,3.51,2726,yes,poor,bar
2850.00175,2252.22602,1.96,4060,yes,excellent,kiosk
3645.02785,5013.60283,2.25,2510,no,poor,bar
407.58932,352.98248,3.74,4946,yes,poor,machine
1106.70313,1149.51540,1.63,1611,no,excellent,bar
1700.14356,1348.32378,1.63,4136,yes,satisfactory,machine
5249.14582,5937.14338,6.38,1930,no,satisfactory,bar
1438.14112,1181.01701,4.08,5210,yes,satisfactory,bar
1116.21991,1963.30193,4.08,4962,no,excellent,machine
1847.71517,118.91891,3.76,6888,no,poor,kiosk
1102.19137,1514.41844,2.46,2508,no,satisfactory,bar
1809.15276,1525.01669,2.42,4721,yes,satisfactory,machine
340.19327,317.18140,3.69,6650,yes,poor,machine
2592.38592,2346.11800,3.61,834,no,poor,bar
2163.20873,2157.23894,1.17,3325,no,excellent,bar
1387.83435,1337.02885,2.63,2396,yes,excellent,machine
6099.63433,7024.43590,2.19,1682,yes,satisfactory,machine
3870.50456,5137.21280,4.34,831,yes,poor,bar
2275.12135,1041.66587,4.23,4201,no,satisfactory,kiosk
1495.96782,1366.00069,3.78,2950,yes,poor,kiosk
1534.81271,980.97507,4.95,3634,yes,satisfactory,machine
1709.13239,2952.36992,2.34,2420,yes,excellent,kiosk
742.08497,252.66285,5.34,3659,no,excellent,machine
727.90256,198.56303,3.35,6191,no,satisfactory,bar
5657.27509,4767.08264,2.49,3333,yes,satisfactory,machine
9133.56122,4648.07389,3.76,5111,no,excellent,bar
1406.79095,956.75008,1.26,1788,yes,excellent,bar
412.29874,119.24145,3.88,1666,no,poor,bar
3640.60587,5541.57914,4.54,4463,yes,poor,kiosk
2504.75918,431.24777,1.81,4116,yes,satisfactory,bar
1774.77906,2541.92508,6.57,2792,no,excellent,kiosk
7163.04507,6834.79407,4.24,4803,no,excellent,machine
2680.44213,4720.40781,4.48,2020,no,poor,machine
1816.34135,885.40184,4.45,2021,yes,satisfactory,bar
849.70415,302.50667,5,3442,no,poor,kiosk
520.71584,317.95612,4.17,2371,no,poor,bar
1059.42576,845.70809,3.19,3503,no,poor,machine
4503.93734,3408.18520,2.15,5627,no,poor,bar
1720.51864,2694.10138,1.17,2650,no,satisfactory,kiosk
634.81851,294.67640,2.18,7421,no,satisfactory,bar
10122.21386,10740.86520,1.93,3553,no,excellent,bar
1640.36805,1069.24058,2.69,1015,no,satisfactory,machine
2740.39282,2254.48335,1.45,4740,no,excellent,machine
3879.38522,6320.13088,2.42,4019,no,satisfactory,machine
3019.93331,2334.22987,4.01,4291,yes,satisfactory,bar
3432.40967,1934.33143,3.45,3867,yes,excellent,machine
470.67670,264.73682,6.13,4418,yes,poor,bar
1479.11420,1466.79114,3.16,5685,yes,satisfactory,machine
2830.72723,1851.28259,1.18,4353,no,satisfactory,kiosk
1643.85735,254.98282,5.3,1948,yes,poor,bar
3961.08182,6626.33546,6.18,998,no,excellent,kiosk
3690.40434,3787.76822,3.81,2354,yes,satisfactory,machine
1654.67557,652.42408,1.12,2684,no,satisfactory,kiosk
2377.10471,4412.51517,1.79,5413,no,satisfactory,machine
9483.50958,7109.52280,1.74,1778,no,excellent,bar
1661.31151,1265.35903,2.82,5786,yes,satisfactory,kiosk
4521.43582,6138.97241,2.4,4573,no,excellent,machine
2656.79492,3867.02114,1.25,2937,no,poor,machine
2178.89044,1619.50022,2.53,2897,yes,satisfactory,machine
4047.68446,4369.53059,3.72,4717,yes,excellent,machine
1530.12563,2823.27212,5.12,5150,no,poor,machine
10103.16845,9914.99180,4.95,4597,no,excellent,kiosk
11836.51119,11076.39928,3.74,932,no,excellent,bar
2365.13917,4297.01758,4.43,2345,no,excellent,bar
6743.41362,7326.85743,3.48,1648,yes,excellent,machine
1037.09478,464.98246,3.41,3391,no,satisfactory,machine
2977.01685,5020.19294,5.94,1370,yes,poor,bar
2164.83401,3073.59155,4.49,2631,no,excellent,bar
1451.89151,930.02671,3.3,5333,no,poor,bar
6956.40918,9255.16067,1.92,3028,yes,satisfactory,machine
310.30962,307.80580,4.39,5145,no,satisfactory,machine
2433.37963,2184.72300,3.01,5759,no,satisfactory,machine
3194.02585,2189.90260,3.62,1693,yes,satisfactory,bar
3925.09768,1879.46758,3.35,2226,no,excellent,kiosk
3143.37691,2243.81500,4.46,5657,no,satisfactory,kiosk
2157.20065,1374.36272,1.21,3675,no,satisfactory,machine
2914.42231,1937.35454,1.28,4847,no,excellent,bar
1441.67937,1572.75931,1.52,1047,yes,poor,kiosk
1481.03880,2089.47859,2.22,2695,no,excellent,machine
5130.66022,6047.64741,3.52,2562,yes,excellent,kiosk
4916.80712,4488.23876,1.91,4551,no,excellent,bar
1719.81886,162.99064,2.37,1519,yes,poor,kiosk
3480.45613,847.62510,5.01,2001,yes,poor,kiosk
4294.65659,1056.11179,5.7,4009,no,satisfactory,machine
1184.72504,989.62917,5.22,2271,yes,poor,machine
863.03290,1088.91576,5.78,1738,no,poor,kiosk
8041.58580,2648.17008,2.56,3896,no,poor,bar
2128.40447,2013.44826,4.78,3384,no,satisfactory,kiosk
2527.51638,1616.41457,5.79,5501,no,excellent,bar
1595.92010,714.34335,3.02,3106,no,satisfactory,machine
3012.16257,415.97692,4.49,4359,yes,poor,machine
1135.44376,551.38640,3.47,4187,no,excellent,bar
618.58035,184.88905,3.46,2207,no,satisfactory,kiosk
4708.82835,5715.51753,3.09,3268,no,satisfactory,bar
5063.03035,5968.82661,1.61,3835,no,satisfactory,machine
1686.47254,482.15967,1.83,5435,yes,satisfactory,bar
1396.51884,1391.45157,2.16,2282,no,poor,kiosk
1628.69266,2685.99664,2.55,2689,yes,satisfactory,machine
3169.77404,2391.74490,4.23,4944,no,satisfactory,kiosk
857.99692,805.25660,3.51,4502,no,excellent,kiosk
1037.37034,1136.18750,5.83,1741,no,poor,kiosk
4574.21254,8052.11946,2.48,3962,no,satisfactory,kiosk
3043.33736,4373.05610,4.11,1932,no,excellent,kiosk
1582.28607,2086.59048,4.53,3657,no,satisfactory,machine
6975.16500,6967.90079,2.78,2270,yes,excellent,kiosk
1981.74267,2209.09581,4.24,2733,no,poor,machine
1671.67779,1852.22594,4.28,5145,no,satisfactory,kiosk
7395.09477,6303.88205,5.12,2122,no,excellent,kiosk
3306.26684,5302.47639,3.08,2600,no,excellent,machine
1619.60812,586.73188,2.45,2630,no,satisfactory,bar
1156.66871,922.75451,4.46,4415,yes,satisfactory,kiosk
2162.13476,1746.73459,2.01,5723,no,excellent,kiosk
5643.02101,9845.30420,4.05,6721,yes,satisfactory,kiosk
2636.07008,2937.13305,2.88,1771,no,excellent,bar
1415.44049,1995.41283,3.38,1732,no,excellent,kiosk
2245.47349,1362.36887,2.98,1245,no,poor,bar
1665.98756,194.31572,5.36,4739,yes,satisfactory,machine
2163.01128,3860.49514,3.1,4196,no,excellent,bar
2690.03330,1467.75094,4.02,2355,no,poor,kiosk
2494.66681,294.83070,1.96,4491,no,excellent,bar
4679.32774,5265.53212,2.51,3983,no,excellent,machine
1796.77244,1510.64412,3.37,3428,no,excellent,bar
9131.46208,7541.33504,1.36,7219,yes,poor,kiosk
841.76269,1371.75905,4.19,1421,no,excellent,kiosk
4359.73719,1706.57488,1.43,4846,no,poor,kiosk
4285.17405,6095.71297,6.54,4975,no,satisfactory,kiosk
2768.18152,3037.52645,1.13,984,no,excellent,kiosk
952.89909,334.81447,4.85,4241,yes,poor,kiosk
1430.40113,1385.65610,2.1,3665,no,poor,kiosk
343.08077,335.77619,2.28,3486,yes,poor,kiosk
3366.54791,3014.56134,3.76,4899,no,poor,kiosk
1221.54557,2085.43651,4.73,6218,no,satisfactory,machine
2365.86365,4521.18021,2.59,1083,no,satisfactory,kiosk
3393.67263,1437.92126,5.73,2690,no,excellent,kiosk
843.85856,629.37110,3.31,6215,yes,poor,kiosk
3224.94257,1523.91263,2.46,6154,yes,excellent,bar
781.71359,657.12499,1.6,5413,no,satisfactory,bar
2804.12494,1962.34762,3.86,1045,yes,satisfactory,machine
1824.31823,1876.86726,2.54,1228,no,poor,bar
1297.63189,1856.56724,3.43,2628,yes,poor,bar
1671.09329,427.90269,5.25,3281,no,satisfactory,kiosk
1021.41878,1640.27883,2.02,2106,no,excellent,kiosk
5188.98699,5676.92620,5.31,4823,no,satisfactory,bar
3355.47675,2557.31980,1.64,3315,no,satisfactory,bar
2041.16979,217.40216,4.56,2073,no,poor,kiosk
399.91736,409.82936,4.9,4206,no,excellent,machine
4867.27872,6563.06746,4.88,3022,no,excellent,machine
3176.99267,3446.11180,5.94,4215,no,poor,kiosk
1018.27470,1571.89169,1.25,3379,no,satisfactory,bar
323.10866,373.14770,3.29,3745,no,satisfactory,kiosk
1113.08158,1153.65178,3.5,2781,no,satisfactory,machine
1679.73554,1531.67011,5.36,3117,yes,satisfactory,machine
1864.85335,2125.88224,1.3,2935,no,satisfactory,kiosk
1517.34768,1957.58942,2.75,3161,yes,satisfactory,machine
3636.19661,3683.99286,1.11,1736,no,satisfactory,machine
2701.60403,2835.14807,4.9,3005,no,excellent,machine
3850.50208,4821.00331,1.23,6673,yes,poor,kiosk
1214.75006,2017.72873,2.72,2249,no,satisfactory,bar
4399.61333,7287.07750,2.89,1869,no,poor,bar
2040.21296,2772.38853,1.8,3219,no,poor,kiosk
4774.99906,4449.67378,3.64,7285,no,poor,machine
1593.33727,1241.33849,2.61,4102,yes,excellent,machine
1441.02584,950.19638,6.74,3406,no,satisfactory,bar
4388.08440,2425.44153,4.81,4942,no,excellent,machine
3919.06563,3719.77155,5.05,5464,yes,satisfactory,bar
2566.42904,243.69628,3.95,4848,no,satisfactory,bar
878.45466,750.32177,2.22,2787,no,satisfactory,bar
2155.08887,3892.90374,2.19,1359,no,satisfactory,machine
994.93153,1418.73769,4.86,4260,no,poor,machine
1234.37371,1096.47350,4.06,4237,no,satisfactory,machine
1200.67589,2024.61009,2.97,2468,no,poor,kiosk
1906.25577,326.94896,5.3,6603,no,poor,kiosk
316.30534,369.76747,2.92,1035,no,poor,kiosk
3068.76831,1178.50500,2.03,2911,no,excellent,machine
4266.37351,1918.46380,1.39,3308,no,satisfactory,bar
6016.99272,5173.95641,2.77,2095,no,excellent,kiosk
2382.53425,4472.16065,1.83,4344,no,poor,machine
4759.14222,3411.25550,1.12,6326,no,satisfactory,kiosk
2051.67859,448.96447,2.49,2594,no,satisfactory,machine
250.01316,274.46521,3.46,3116,no,poor,machine
1693.57317,981.93970,3.82,7362,no,excellent,machine
1866.97110,2361.08078,4.49,5042,yes,poor,kiosk
855.30661,270.15895,1.89,4271,yes,satisfactory,bar
9488.83627,5976.54520,4.09,2575,yes,satisfactory,bar
1937.61857,1102.27689,5.62,1932,no,excellent,bar
634.00168,1092.36893,2.97,5095,no,satisfactory,machine
3744.59247,2593.83662,1.87,3508,yes,poor,machine
1094.35852,531.92325,2.15,5987,no,poor,bar
1954.00997,601.39719,6.84,1798,yes,poor,machine
3015.85987,1870.45790,5.92,2433,no,satisfactory,bar
3645.28145,5846.65137,3.07,2426,no,poor,kiosk
2550.16432,2510.10627,4.08,2575,yes,satisfactory,bar
623.29334,259.72058,2.25,5947,no,poor,machine
1205.06477,1055.02648,4.67,7147,yes,excellent,machine
3650.46204,2839.63022,3.97,3446,no,satisfactory,bar
443.47085,533.10073,2.64,1537,no,satisfactory,machine
766.02456,823.53314,1.09,1766,no,satisfactory,machine
1515.02010,1690.06825,2.31,1743,no,excellent,bar
2175.14584,3242.77964,4.86,4754,no,satisfactory,machine
3114.58162,2334.25652,2.77,4324,yes,poor,kiosk
9235.63806,9212.27729,1.38,1544,yes,excellent,machine
5565.49353,5332.09516,6.09,1590,no,excellent,bar
2047.58755,804.59321,2.81,1354,yes,poor,machine
1943.22296,482.04155,3.44,2081,no,excellent,bar
8358.86619,7587.71693,5.65,3616,no,excellent,kiosk
1237.42578,1952.85380,2.95,2109,no,satisfactory,kiosk
2991.19590,3815.94487,3.7,5086,no,excellent,machine
2669.99558,1200.53748,2.84,1568,no,satisfactory,bar
1263.30210,255.42098,3.75,1465,no,satisfactory,bar
3257.57143,1728.23622,4.69,4163,no,satisfactory,kiosk
2349.30788,1626.60190,2.56,4828,no,excellent,bar
3053.39690,3350.68050,3.76,5698,no,poor,kiosk
4085.33313,1914.11960,1.64,4374,no,satisfactory,bar
2333.54033,1603.29883,4.41,1772,no,poor,kiosk
6211.51268,5576.94027,3.01,1928,no,excellent,machine
1413.69720,935.89147,2.85,1422,yes,satisfactory,kiosk
1664.03173,939.60354,3,7317,no,satisfactory,kiosk
1229.79664,847.78584,1.72,2034,yes,satisfactory,bar
1420.33653,787.69236,3.59,6418,yes,poor,machine
1409.37196,2124.99045,4.1,901,no,excellent,machine
607.88919,377.85468,1.97,4595,no,satisfactory,machine
1955.81171,1422.71399,3.45,2561,no,excellent,bar
3993.02877,7679.85601,1.93,2573,no,satisfactory,machine
7523.29654,9539.54584,1.97,3815,no,excellent,bar
4650.63515,3245.00546,4.59,3547,no,excellent,bar
